name,rating,rating_count,company_type,Head_Quarters,No_of_Job,reviews
Asirvad Microfinance,3.8,(1.1k),NBFC,Chennai +324 other locations,--,1.1k
Air India Sats Airport Services,3.6,(1.1k),Aviation,New Delhi +46 other locations,--,1.1k
Svatantra Microfin,3.9,(1.1k),NBFC,Mumbai +345 other locations,10,1.1k
V2 Retail,3.4,(1.1k),Retail,New Delhi +137 other locations,44,1.1k
TK Elevator,3.8,(1.1k),Industrial Machinery,Pune +80 other locations,6,1.1k
MAHLE ANAND Filter Systems,3.9,(1.1k),Auto Components,Pune +40 other locations,--,1.1k
Zydus Wellness,4.1,(1.1k),FMCG,Ahmedabad +130 other locations,29,1.1k
Wonder Home Finance,4.6,(1.1k),NBFC,Jaipur +120 other locations,9,1.1k
MG Motor,3.8,(1.1k),Automobile,Vadodara +102 other locations,36,1.1k
Sundaram Finance,3.9,(1.1k),NBFC,Chennai +253 other locations,11,1.1k
Hyundai Mobis,3.7,(1.1k),Auto Components,Chennai +47 other locations,15,1.1k
TÜV NORD,3.7,(1.1k),"Testing, Inspection and Certification (TIC)",Pune +93 other locations,46,1.1k
ICON Plc,4.0,(1.1k),Clinical Research,Chennai +23 other locations,7,1.1k
Wistron,4.0,(1.1k),Electronics Manufacturing,Bengaluru +22 other locations,--,1.1k
One Point One Solutions Ltd.,3.5,(1.1k),BPO,Bengaluru +18 other locations,81,1.1k
Kirloskar Brothers,3.7,(1.1k),Industrial Machinery,Pune +75 other locations,36,1.1k
Tube Investments of India,3.8,(1.1k),Engineering & Construction,Chennai +65 other locations,20,1.1k
Sri Chaitanya Educational Institutions,3.6,(1.1k),Education & Training,Hyderabad +102 other locations,2,1.1k
Knorr-Bremse,3.2,(1.1k),Auto Components,Pune +33 other locations,10,1.1k
Hikal,3.8,(1.1k),Pharma,Bengaluru +23 other locations,51,1.1k
Godrej Agrovet,3.9,(1.1k),Agriculture,Mumbai +147 other locations,6,1.1k
Syngenta,4.2,(1.1k),Agriculture,Pune +176 other locations,16,1.1k
Unity Small Finance Bank,3.6,(1.1k),Banking,Mumbai +151 other locations,28,1.1k
Innodata India Private Limited,3.7,(1.1k),IT Services & Consulting,Noida +23 other locations,73,1.1k
Vedanta Aluminium,3.8,(1.1k),Metals & Mining,Jharsuguda +46 other locations,--,1.1k
VMware Software,4.4,(1.1k),Software Product,Bengaluru +17 other locations,18,1.1k
Saipem,4.2,(1.1k),Engineering & Construction,Chennai +42 other locations,16,1.1k
CALIBEHR,3.9,(1.1k),IT Services & Consulting,Mumbai +185 other locations,17,1.1k
Aarvi Encon,3.9,(1.1k),Recruitment,Mumbai +133 other locations,298,1.1k
Hinduja Housing Finance,3.7,(1.1k),NBFC,New Delhi +217 other locations,34,1.1k
Birla Opus,4.1,(1.1k),Chemicals,Mumbai +289 other locations,--,1.1k
Tata Capital Housing Finance,3.9,(1.1k),NBFC,Mumbai +171 other locations,1,1.1k
HPCL-Mittal Energy Limited,4.3,(1.1k),Petrochemicals,Bathinda +30 other locations,--,1.1k
Adani Ports and SEZ,3.6,(1.1k),Ports & Shipping,Mundra +60 other locations,--,1.1k
Northcorp Software,4.8,(1.1k),IT Services & Consulting,Gurugram +7 other locations,7,1.1k
Gmmco,4.1,(1.1k),Industrial Machinery,Chennai +90 other locations,13,1.1k
TKIL,4.1,(1.1k),Industrial Machinery,Pune +67 other locations,35,1.1k
Pernod Ricard,3.5,(1.1k),Beverage,Gurugram +122 other locations,7,1.1k
Thermo Fisher Scientific,3.8,(1.1k),Biotechnology,Bengaluru +36 other locations,303,1.1k
GAIL,4.4,(1.1k),Oil & Gas,New Delhi +105 other locations,--,1.1k
Metropolis Healthcare,3.9,(1.1k),Healthcare,Mumbai +104 other locations,17,1.1k
Vayona Energy,4.0,(1.1k),Power,Bengaluru +68 other locations,7,1.1k
Power Grid Corporation of India,4.3,(1.1k),Power,Gurugram +236 other locations,--,1.1k
SLMG Beverages,3.9,(1.1k),Beverage,Lucknow +97 other locations,2,1.1k
Xyz Company,3.8,(1.1k),Financial Services,Bengaluru +90 other locations,2,1.1k
Hitachi Energy,4.0,(1.1k),Power,Chennai +39 other locations,407,1.1k
Dana Anand,4.0,(1.1k),Auto Components,Pune +49 other locations,--,1.1k
Bajaj Capital Insurance Broking Limited,4.3,(1.1k),Insurance,New Delhi +141 other locations,2,1.1k
Jet Airways,4.6,(1.1k),Aviation,Mumbai +44 other locations,--,1.1k
Aspire Systems,3.8,(1.1k),IT Services & Consulting,Chennai +23 other locations,99,1.1k
Malabar Gold and Diamonds,4.1,(1.1k),Jewellery,Hyderabad +134 other locations,47,1.1k
Fractal Analytics,4.0,(1.1k),Analytics & KPO,Bengaluru +19 other locations,284,1.1k
Crompton Greaves Consumer Electricals,3.7,(1.1k),Consumer Electronics & Appliances,Mumbai +111 other locations,34,1.1k
QX Global Group,3.0,(1.1k),BPO,Ahmedabad +19 other locations,170,1.1k
Hindustan Zinc,3.7,(1.1k),Metals & Mining,Udaipur +37 other locations,11,1.1k
Shyam Steel Group,3.5,(1.1k),Iron & Steel,Kolkata +88 other locations,8,1.1k
Nexa,3.9,(1.1k),Automobile,New Delhi +216 other locations,--,1.1k
Greenko Group,3.9,(1.1k),Power,Hyderabad +83 other locations,1,1.1k
Zf Rane Automotive,3.9,(1.1k),Auto Components,Chennai +50 other locations,1,1.1k
Klm Axiva Finvest,4.4,(1.1k),NBFC,Bengaluru +158 other locations,11,1.1k
Amazon Sellers Services,4.0,(1.1k),Internet,Bengaluru +68 other locations,--,1.1k
Writer Information Management Services,3.2,(1.1k),BPO,Mumbai +103 other locations,--,1.1k
Vertiv,3.8,(1.1k),Electronics Manufacturing,Pune +54 other locations,137,1.1k
Gharda Chemicals Limited,4.0,(1.1k),Agro Chemicals,Mumbai +73 other locations,68,1.1k
Encora,,,IT Services & Consulting,Bengaluru +19 other locations,--,--
Bharat Sanchar Nigam,3.9,(1.1k),Telecom,Bengaluru +240 other locations,--,1.1k
Otis Elevator,4.1,(1.1k),Industrial Machinery,Bengaluru +71 other locations,130,1.1k
GlobalData,3.3,(1.1k),Analytics & KPO,Hyderabad +22 other locations,21,1.1k
BirlaNu,3.8,(1.1k),Building Material,Hyderabad +110 other locations,33,1.1k
Netcracker Technology,3.0,(1k),IT Services & Consulting,Hyderabad +12 other locations,--,1k
GVPR Engineers,3.8,(1k),Engineering & Construction,Hyderabad +95 other locations,10,1k
Wheels,3.9,(1k),Auto Components,Chennai +47 other locations,4,1k
ValueMomentum,3.2,(1k),IT Services & Consulting,Hyderabad +11 other locations,33,1k
Spencer's Retail,3.8,(1k),Retail,Kolkata +63 other locations,4,1k
Lakshmi Machine Works,3.8,(1k),Industrial Machinery,Coimbatore +30 other locations,87,1k
Nippon Life India Asset Management,4.6,(1k),Financial Services,Mumbai +189 other locations,71,1k
ALLEN Career Institute,3.7,(1k),Education & Training,Kota +73 other locations,44,1k
Uber,4.1,(1k),Internet,Hyderabad +52 other locations,33,1k
Thomas Cook,4.0,(1k),Travel & Tourism,Mumbai +83 other locations,--,1k
IB Group,3.7,(1k),Food Processing,Rajnandgaon +153 other locations,1,1k
NBC Bearings,3.9,(1k),Auto Components,Jaipur +28 other locations,6,1k
Kinara Capital,4.2,(1k),NBFC,Bengaluru +115 other locations,30,1k
Allianz Technology,4.0,(1k),IT Services & Consulting,Pune +14 other locations,6,1k
Atlas Copco,4.1,(1k),Industrial Machinery,Pune +60 other locations,3,1k
Amara Raja Group,4.1,(1k),Auto Components,Tirupati +80 other locations,--,1k
Hitachi Payment Services,3.6,(1k),FinTech,Mumbai +89 other locations,--,1k
Ceasefire Industries,3.1,(1k),Industrial Machinery,New Delhi +76 other locations,9,1k
Tata Cummins,4.4,(1k),Auto Components,Jamshedpur +45 other locations,--,1k
Skipper,3.9,(1k),Industrial Machinery,Kolkata +94 other locations,10,1k
Vistaar Finance,3.9,(1k),NBFC,Bengaluru +203 other locations,52,1k
Syrma SGS Technologies,4.0,(1k),Electronics Manufacturing,Chennai +23 other locations,5,1k
iQor Global Services,3.3,(1k),BPO,Noida +50 other locations,42,1k
SitusAMC,3.3,(1k),Financial Services,Bengaluru +19 other locations,--,1k
Suzuki Motorcycle,4.0,(1k),Automobile,Gurugram +120 other locations,7,1k
United Breweries,3.3,(1k),Beverage,Bengaluru +108 other locations,36,1k
Secure Meters,3.9,(1k),Electronics Manufacturing,Udaipur +74 other locations,49,1k
Perfetti Van Melle,4.2,(1k),FMCG,Gurugram +166 other locations,20,1k
MakeMyTrip,3.4,(1k),Travel & Tourism,Gurugram +46 other locations,100,1k
Visionet Systems,3.3,(1k),IT Services & Consulting,Bengaluru +17 other locations,33,1k
Fortrea Development India Private Limited,3.9,(1k),Clinical Research,Bengaluru +11 other locations,56,1k
Sahara India Pariwar,3.9,(1k),Broadcasting,Lucknow +245 other locations,--,1k
Comviva Technology,2.8,(1k),Software Product,Gurugram +19 other locations,124,1k
Siemens Energy,4.1,(1k),Power,Pune +51 other locations,2,1k
Skoda Auto Volkswagen India,3.9,(1k),Automobile,Pune +50 other locations,13,1k
Bounteous x Accolite,3.2,(1k),IT Services & Consulting,Bengaluru +15 other locations,177,1k
Lemon Tree Hotels,4.0,(1k),Hospitality,New Delhi +80 other locations,2,1k
Westside,3.7,(1k),Retail,Mumbai +110 other locations,--,1k
Aparajitha Corporate Services,3.8,(1k),Legal,Madurai +98 other locations,7,1k
Incheon Motors,4.7,(1k),Automobile,Kochi +16 other locations,7,1k
Temenos,3.2,(1k),Software Product,Chennai +11 other locations,24,1k
MasterCard,3.8,(1k),FinTech,Pune +16 other locations,346,1k
Colgate Palmolive,4.0,(1k),FMCG,Mumbai +122 other locations,31,1k
TradeIndia (Infocom Network Private Limited),3.3,(1k),Internet,New Delhi +42 other locations,28,1k
Arohan Financial Services,3.9,(1k),NBFC,Kolkata +238 other locations,11,1k
Merino Industries,3.7,(1k),Building Material,New Delhi +82 other locations,20,1k
eClinicalWorks,3.5,(1k),Software Product,Mumbai +20 other locations,12,1k
AstraZeneca,3.9,(1k),Pharma,Chennai +49 other locations,--,1k
Motherson Sumi Wiring,3.7,(1k),Electrical Equipment,Noida +43 other locations,8,1k
Vaco Binary Semantics,3.1,(1k),IT Services & Consulting,Gurugram +49 other locations,40,1k
Pristyn Care,3.1,(1k),Internet,Gurugram +34 other locations,10,1k
Star Cement,4.0,(1k),Building Material,Guwahati +79 other locations,5,1k
Cult.fit,3.5,(1k),Fitness & Wellness,Bengaluru +42 other locations,180,1k
VeeTechnologies,4.0,(1k),IT Services & Consulting,Bengaluru +41 other locations,9,1k
Mastek,3.5,(1k),IT Services & Consulting,Mumbai +23 other locations,43,1k
Tiger Analytics,3.7,(1k),IT Services & Consulting,Bengaluru +17 other locations,51,1k
Collins Aerospace,3.8,(1k),Defence & Aerospace,Bengaluru +12 other locations,21,1k
SYSKA LED Lights,2.9,(1k),Consumer Electronics & Appliances,Pune +154 other locations,--,1k
Xebia,3.0,(1k),IT Services & Consulting,Gurugram +23 other locations,30,1k
Amazon Web Services,3.8,(1k),IT Services & Consulting,Bengaluru +62 other locations,--,1k
Mahindra Automotives,3.8,(1k),Automobile,Pune +132 other locations,--,1k
CarDekho Group,3.6,(1k),Internet,Gurugram +81 other locations,45,1k
Lumina Datamatics,3.2,(1k),IT Services & Consulting,Mumbai +20 other locations,45,1k
C&S Electric,4.0,(999),Electrical Equipment,Noida +58 other locations,13,999
Wonder Cement,4.2,(998),Building Material,Nimbahera +112 other locations,62,998
JSW Group,3.9,(997),Iron & Steel,Mumbai +100 other locations,--,997
Quantiphi Analytics Solutions Private Limited,3.1,(996),IT Services & Consulting,Bengaluru +18 other locations,84,996
Everest Industries,3.8,(995),Building Material,Mumbai +98 other locations,25,995
JW Marriott,4.2,(994),Hospitality,Mumbai +43 other locations,--,994
Rebel Foods,3.7,(994),Hospitality,Mumbai +80 other locations,22,994
Lowe's,4.0,(994),Retail,Bengaluru +9 other locations,61,994
Entain,3.5,(994),IT Services & Consulting,Hyderabad +13 other locations,--,994
Softenger,3.9,(993),IT Services & Consulting,Pune +32 other locations,6,993
Capacit'e Infraprojects,3.7,(993),Engineering & Construction,Mumbai +35 other locations,12,993
Jyothy Labs,4.0,(992),FMCG,Mumbai +199 other locations,30,992
Natco Pharma,4.0,(990),Pharma,Hyderabad +66 other locations,--,990
Technip Energies,4.0,(989),Engineering & Construction,Noida +43 other locations,15,989
J B Chemicals And Pharmaceuticals,3.9,(989),Pharma,Mumbai +96 other locations,8,989
Marsh McLennan,3.8,(988),Management Consulting,Mumbai +24 other locations,33,988
National Payments Corporation of India,3.9,(988),FinTech,Mumbai +11 other locations,24,988
General Mills,4.1,(988),Food Processing,Mumbai +55 other locations,9,988
Yokohama Off-Highway Tires,3.7,(988),Auto Components,Bharuch +38 other locations,5,988
Pizza Hut,4.0,(987),Hospitality,New Delhi +128 other locations,--,987
TechnipFMC,3.9,(987),Engineering & Construction,Hyderabad +44 other locations,51,987
Salcomp Manufacturing,4.0,(984),Electronics Manufacturing,Chennai +28 other locations,5,984
Barclays Global Service Centre,3.9,(983),IT Services & Consulting,Pune +13 other locations,--,983
VIP Industries,3.7,(982),Retail,Mumbai +97 other locations,23,982
Napino Auto & Electronics,3.9,(981),Auto Components,Gurugram +25 other locations,1,981
Guidehouse,3.6,(981),Management Consulting,Chennai +19 other locations,137,981
Financial Software & Systems,3.6,(982),Software Product,Chennai +35 other locations,14,982
Hiranandani Financial Services,4.4,(981),NBFC,Mumbai +137 other locations,33,981
KEI Industries,4.2,(980),Electrical Equipment,New Delhi +111 other locations,2,980
Psp Projects,3.8,(979),Engineering & Construction,Ahmedabad +56 other locations,7,979
Defence Research & Development Organisation,4.4,(978),Defence & Aerospace,Hyderabad +59 other locations,--,978
Altisource,3.5,(977),Real Estate,Bengaluru +9 other locations,18,977
Pricol,3.9,(977),Auto Components,Coimbatore +35 other locations,7,977
Shriram General Insurance,3.6,(977),Insurance,Jaipur +204 other locations,35,977
Astral Adhesives,3.9,(977),Chemicals,Ahmedabad +163 other locations,--,977
LOREAL,3.8,(977),Beauty & Personal Care,Mumbai +99 other locations,64,977
Kendriya Vidyalaya Sangathan,4.3,(976),Education & Training,New Delhi +234 other locations,--,976
JSW Paints,3.7,(966),Chemicals,Mumbai +173 other locations,1,966
Xceedance,3.5,(966),IT Services & Consulting,Gurugram +14 other locations,--,966
Adani Enterprises,3.7,(965),Metals & Mining,Ahmedabad +78 other locations,13,965
Gannon Dunkerley & Co.,3.3,(964),Engineering & Construction,Kolkata +81 other locations,2,964
Pramerica Life Insurance,3.7,(965),Insurance,Gurugram +126 other locations,15,965
Signify,3.4,(962),Consumer Electronics & Appliances,Bengaluru +85 other locations,38,962
Jaro Education,3.2,(961),Education & Training,Mumbai +24 other locations,31,961
LanceSoft,3.2,(961),Recruitment,Hyderabad +31 other locations,38,961
Cohance Lifesciences,3.8,(960),Pharma,Hyderabad +25 other locations,8,960
SFO Technologies,3.4,(959),Electronics Manufacturing,Bengaluru +16 other locations,56,959
Amphenol Interconnect,4.2,(958),Electrical Equipment,Pune +19 other locations,11,958
Navayuga Engineering Company,3.9,(958),Engineering & Construction,Hyderabad +74 other locations,6,958
ICCS,3.0,(957),BPO,Noida +32 other locations,9,957
Nasser S. Al Hajri Corporation,3.6,(956),Engineering & Construction,Chennai +55 other locations,--,956
Velocis Systems,3.8,(955),IT Services & Consulting,New Delhi +54 other locations,7,955
Mando Automotive,4.0,(955),Auto Components,Chennai +21 other locations,--,955
Knight Frank,4.0,(954),Real Estate,Mumbai +52 other locations,9,954
Timken,3.9,(953),Industrial Machinery,Jamshedpur +44 other locations,--,953
KMV Projects Limited,4.2,(953),Engineering & Construction,Hyderabad +71 other locations,4,953
Episource,3.9,(952),IT Services & Consulting,Chennai +19 other locations,--,952
Aristo Pharmaceuticals,3.9,(951),Pharma,Mumbai +111 other locations,6,951
Jubilant Pharmova,3.7,(949),Pharma,Noida +61 other locations,34,949
FLSmidth,3.6,(948),Industrial Machinery,Chennai +25 other locations,11,948
Petrofac,4.3,(947),Oil & Gas,Chennai +42 other locations,--,947
Bhanzu,3.7,(947),EdTech,Bengaluru +14 other locations,1,947
Regulated Council of Immigration Consultants,4.9,(945),Other,Dubai +5 other locations,--,945
Reliance Power,4.1,(945),Power,Singrauli +43 other locations,6,945
Tikona Infinet,3.4,(944),Telecom,Mumbai +45 other locations,5,944
Hathway,3.4,(944),Telecom,Mumbai +58 other locations,5,944
"Commonwealth Bank of Australia, India",2.7,(943),Financial Services,Bengaluru +14 other locations,2,943
Volvo,4.0,(942),Automobile,Bengaluru +40 other locations,7,942
Godfrey Phillips India,4.0,(942),FMCG,New Delhi +125 other locations,4,942
CIEL HR,3.9,(942),Recruitment,Bengaluru +112 other locations,1,942
Sandhar Technologies,3.7,(942),Auto Components,Gurugram +32 other locations,38,942
Bayer,4.0,(938),Pharma,Bengaluru +117 other locations,--,938
Medhaj Techno Concept,4.0,(937),Management Consulting,Lucknow +152 other locations,1,937
Medha Servo Drives,4.2,(936),Electrical Equipment,Hyderabad +57 other locations,18,936
Tafe Motors & Tractors,3.9,(936),Industrial Machinery,Bhopal +73 other locations,--,936
Apotex Research,3.7,(935),Pharma,Bengaluru +14 other locations,32,935
FastInfo,4.2,(934),Internet,Kolkata +8 other locations,--,934
Naukri,4.1,(934),Internet,Noida +71 other locations,--,934
Target,4.0,(934),Retail,Bengaluru +18 other locations,92,934
Schlumberger,3.7,(932),Oil & Gas,Pune +36 other locations,38,932
Intellipaat Software Solutions,3.9,(932),EdTech,Bengaluru +17 other locations,--,932
OCS Group,4.1,(929),Facility Management Services,Mumbai +57 other locations,12,929
SKH Metals,4.0,(929),Auto Components,Gurugram +26 other locations,13,929
Steag Energy Services,4.3,(928),Power,Jharsuguda +65 other locations,2,928
GE Healthcare,3.9,(927),Medical Equipment,Bengaluru +35 other locations,2,927
Test Yantra Software Solutions,3.0,(927),IT Services & Consulting,Bengaluru +19 other locations,13,927
Deepak Fertilisers and Petrochemicals,4.0,(926),Chemicals,Mumbai +58 other locations,24,926
Netscribes,2.7,(926),Analytics & KPO,Kolkata +16 other locations,41,926
Re Sustainability Limited,3.8,(926),Waste Management,Hyderabad +85 other locations,28,926
Sundaram Clayton,3.9,(926),Auto Components,Chennai +30 other locations,13,926
Nirma,4.2,(925),FMCG,Bhavnagar +67 other locations,31,925
Greenlam Industries,4.1,(926),Furniture & Furnishing,New Delhi +120 other locations,4,926
Aviva Life Insurance India,3.4,(924),Insurance,Gurugram +123 other locations,9,924
Aircel,4.4,(923),Telecom,New Delhi +113 other locations,--,923
MAS Financial Services Ltd,3.6,(921),NBFC,Ahmedabad +145 other locations,50,921
M3M India,4.1,(922),Real Estate,Gurugram +13 other locations,--,922
Experis IT,3.0,(921),Recruitment,Bengaluru +34 other locations,1,921
Ashirvad Pipes,3.8,(920),Building Material,Bengaluru +111 other locations,14,920
Simplilearn,3.8,(919),EdTech,Bengaluru +10 other locations,90,919
HomeLane,3.3,(919),Architecture & Interior Design,Bengaluru +36 other locations,73,919
Neel Metal Products,4.0,(918),Auto Components,Gurugram +38 other locations,--,918
Nityo Infotech,3.2,(917),IT Services & Consulting,Bengaluru +32 other locations,40,917
HT Media,3.0,(916),Media & Entertainment,New Delhi +44 other locations,--,916
Alok Industries,3.6,(915),Fashion & Textile,Dadra & Nagar Haveli +34 other locations,11,915
Yashoda Hospitals,3.9,(915),Healthcare,Hyderabad +30 other locations,25,915
Wakefit,3.9,(914),Furniture & Furnishing,Bengaluru +59 other locations,22,914
Orient Electric,3.7,(914),Consumer Electronics & Appliances,New Delhi +89 other locations,21,914
Michelin,3.7,(914),Auto Components,Pune +46 other locations,19,914
Zudio,3.9,(911),Retail,New Delhi +143 other locations,--,911
Bosch Chassis Systems,4.1,(910),Auto Components,Pune +25 other locations,--,910
Vijay Sales,4.0,(910),Retail,Mumbai +53 other locations,4,910
Egis India Consulting Engineers,4.2,(908),Engineering & Construction,Gurugram +112 other locations,--,908
Musashi Auto Parts,3.8,(905),Auto Components,Bengaluru +27 other locations,2,905
Sona Comstar,4.0,(905),Auto Components,Gurugram +26 other locations,1,905
ACL Digital,3.6,(903),IT Services & Consulting,Bengaluru +28 other locations,130,903
Updater Services,3.7,(903),Facility Management Services,Chennai +100 other locations,25,903
Vedanta Resources,3.7,(901),Metals & Mining,Jharsuguda +72 other locations,--,901
Ageas Federal Life Insurance,3.4,(900),Insurance,Mumbai +126 other locations,46,900
Carborundum Universal Limited,3.7,(898),Industrial Machinery,Chennai +135 other locations,25,898
TNQ Tech Private Limited,3.5,(898),Printing & Publishing,Chennai +15 other locations,18,898
Nibav Lifts,4.0,(896),Industrial Machinery,Chennai +41 other locations,151,896
Volkswagen,4.1,(896),Automobile,Pune +102 other locations,--,896
RAMTeCH Software Solutions,3.7,(895),IT Services & Consulting,Hyderabad +35 other locations,8,895
Wipro PARI,3.3,(895),Industrial Automation,Pune +27 other locations,20,895
Acme Cleantech Solutions,4.0,(895),Power,Gurugram +105 other locations,9,895
Truhome Finance,3.6,(893),Financial Services,Mumbai +162 other locations,33,893
Satya MicroCapital,3.7,(893),NBFC,New Delhi +190 other locations,5,893
Ups Logistics,3.6,(892),Logistics,Pune +38 other locations,159,892
Centum Electronics,3.5,(891),Electronics Manufacturing,Bengaluru +18 other locations,7,891
H&M,3.8,(891),Fashion & Textile,Bengaluru +57 other locations,40,891
AJIO,3.6,(891),Internet,Bengaluru +199 other locations,--,891
Nlb Services,3.6,(890),Recruitment,Noida +20 other locations,1,890
WSP,4.2,(890),Management Consulting,Bengaluru +32 other locations,51,890
Epsilon,3.6,(889),Marketing & Advertising,Bengaluru +16 other locations,117,889
Marks & Spencer,3.9,(888),Retail,New Delhi +61 other locations,123,888
Alorica,3.1,(888),BPO,Bengaluru +16 other locations,81,888
Silaris Informations,2.9,(887),BPO,New Delhi +22 other locations,13,887
Tata Chemicals,3.9,(887),Chemicals,Jamnagar +84 other locations,1,887
BGR Energy Systems,3.8,(886),Engineering & Construction,Chennai +53 other locations,--,886
Apar Industries,4.1,(886),Semiconductors,Mumbai +71 other locations,11,886
IDEMIA,3.8,(886),Electronics Manufacturing,Noida +54 other locations,26,886
Ather Energy,4.1,(884),Automobile,Bengaluru +74 other locations,6,884
Integra Software Services,3.9,(883),IT Services & Consulting,Puducherry +19 other locations,33,883
Magna International,3.8,(883),Auto Components,Pune +22 other locations,70,883
Shilpa Medicare,3.4,(882),Pharma,Hyderabad +30 other locations,6,882
Patel Infrastructure Limited,4.4,(882),Engineering & Construction,Vadodara +60 other locations,15,882
India Shelter Finance Corporation,3.8,(882),NBFC,Gurugram +187 other locations,5,882
Parag Milk Foods,3.9,(881),Food Processing,Mumbai +90 other locations,3,881
Fedbank Financial Services,4.0,(880),NBFC,Mumbai +169 other locations,12,880
Athena BPO,3.3,(879),BPO,Mumbai +38 other locations,4,879
Next Education India,3.2,(879),EdTech,Hyderabad +95 other locations,15,879
Nexdigm,3.7,(879),Management Consulting,Pune +13 other locations,43,879
Tata Starbucks,4.1,(879),Hospitality,Mumbai +62 other locations,434,879
MOURI Tech,3.6,(878),IT Services & Consulting,Hyderabad +10 other locations,97,878
Panacea Biotec,3.5,(877),Biotechnology,Baddi +74 other locations,28,877
National Health Mission,3.4,(876),Healthcare,Guwahati +283 other locations,--,876
Future Focus Infotech,3.3,(874),IT Services & Consulting,Bengaluru +58 other locations,--,874
Torry Harris Integration Solutions,4.1,(874),IT Services & Consulting,Bengaluru +10 other locations,43,874
C.R.I. Pumps,3.9,(874),Industrial Machinery,Coimbatore +70 other locations,6,874
Rohan Builders,4.1,(872),Real Estate,Pune +67 other locations,76,872
Parekh Integrated Services,4.0,(871),Logistics,Mumbai +75 other locations,15,871
Tata Hitachi Construction Machinery,4.0,(870),Industrial Machinery,Kharagpur +77 other locations,14,870
Metso,4.1,(870),Metals & Mining,Alwar +49 other locations,8,870
UKG,2.9,(870),Software Product,Noida +12 other locations,9,870
Porter,3.5,(868),Internet,Bengaluru +32 other locations,120,868
enGen Global,3.8,(866),IT Services & Consulting,Chennai +6 other locations,41,866
Tata Power Solar,4.1,(866),Power,Bengaluru +91 other locations,--,866
Victora Auto Private Limited,4.0,(865),Auto Components,Faridabad +32 other locations,--,865
Swaraj Tractors,4.0,(864),Automobile,Sahibzada Ajit Singh Nagar +108 other locations,--,864
Precision Infomatic M Pvt Ltd,3.8,(864),IT Services & Consulting,Chennai +90 other locations,7,864
Casagrand,3.8,(864),Real Estate,Chennai +19 other locations,40,864
Rico Auto Industries,3.8,(863),Auto Components,Gurugram +32 other locations,4,863
Shaktiman Tirth Agro Technology,3.9,(862),Industrial Machinery,Rajkot +68 other locations,1,862
LEAD School,3.2,(862),EdTech,Mumbai +103 other locations,25,862
Sutherland Healthcare Solutions,3.7,(862),Analytics & KPO,Hyderabad +15 other locations,--,862
KGISL,3.0,(861),IT Services & Consulting,Coimbatore +21 other locations,13,861
Clarivate,3.7,(860),Analytics & KPO,Bengaluru +17 other locations,85,860
Jaya Hind Industries,3.7,(859),Auto Components,Pune +37 other locations,2,859
Jaya Hind Industries,3.7,(859),Auto Components,Pune +37 other locations,2,859
Bechtel,3.9,(859),Engineering & Construction,Gurugram +31 other locations,8,859
Union Bank of India,3.8,(858),Banking,Mumbai +153 other locations,--,858
Shivalik Small Finance Bank,4.1,(855),Banking,Noida +42 other locations,--,855
Mahindra First Choice,3.9,(853),Internet,Mumbai +118 other locations,3,853
AuthBridge Research Services,3.2,(852),IT Services & Consulting,Gurugram +21 other locations,12,852
Royal Sundaram General Insurance,3.7,(852),Insurance,Chennai +107 other locations,41,852
Mahindra Tractors,4.1,(851),Automobile,Nagpur +126 other locations,--,851
Rockwell Automation,3.7,(850),Industrial Automation,Pune +22 other locations,495,850
Sanden Vikas,4.0,(850),Auto Components,Faridabad +33 other locations,9,850
IBS Software Services,3.5,(850),Software Product,Kochi +19 other locations,70,850
HP India,3.8,(850),Consumer Electronics & Appliances,Bengaluru +64 other locations,2,850
Fareportal,3.0,(848),Travel & Tourism,Gurugram +14 other locations,10,848
Guardian India,3.7,(847),Insurance,Chennai +14 other locations,4,847
Lumen Technologies,3.9,(847),Hardware & Networking,Bengaluru +14 other locations,13,847
Bank of India,4.0,(846),Banking,Mumbai +185 other locations,--,846
Serco,4.2,(845),Analytics & KPO,Mumbai +41 other locations,--,845
RR kabel,4.1,(845),Electrical Equipment,Vadodara +118 other locations,3,845
Eris Lifesciences,3.6,(843),Pharma,Ahmedabad +92 other locations,10,843
BDO,3.2,(843),Accounting & Auditing,Mumbai +34 other locations,5,843
Greaves Cotton,4.0,(843),Travel & Tourism,Chhatrapati Sambhajinagar +50 other locations,8,843
Medusind Solutions,3.5,(842),IT Services & Consulting,Chennai +11 other locations,24,842
Luxoft,3.6,(842),IT Services & Consulting,Bengaluru +22 other locations,472,842
Duck Creek Technologies,4.5,(841),Software Product,Mumbai +9 other locations,8,841
Encore Capital Group,3.8,(841),Financial Services,Gurugram +8 other locations,2,841
Baxter International,3.8,(840),Healthcare,Bengaluru +33 other locations,84,840
Orion Edutech,4.1,(840),EdTech,Kolkata +117 other locations,--,840
Zydus Healthcare,4.0,(839),Pharma,Mumbai +108 other locations,--,839
Five-Star Business Finance,4.1,(839),NBFC,Chennai +250 other locations,2,839
Principal Global Services,3.6,(839),Insurance,Pune +11 other locations,48,839
K Raheja Corp,4.1,(838),Hospitality,Mumbai +16 other locations,78,838
Syneos Health,3.6,(838),Clinical Research,Gurugram +17 other locations,181,838
Poly Medicure,3.5,(837),Medical Equipment,Faridabad +46 other locations,14,837
Freshworks,3.3,(837),Software Product,Chennai +46 other locations,20,837
Rodic Consultants,4.2,(836),Engineering & Construction,New Delhi +134 other locations,16,836
